measnum,mpdsector,projsym,varname,descrip,units,method,intervention,paneldesc,datatype,sextested,nstrainstested,ageweeks
51211,css,Rusyn6,liver_adj_ctrl,"liver weight as a percent of body weight, control",%,"organ weights",trichloroethylene,inbred,,m,7,6-7wks
51212,css,Rusyn6,liver_adj_tce,"liver weight as a percent of body weight, TCE",%,"organ weights",trichloroethylene,inbred,,m,7,6-7wks
51214,css,Rusyn6,BrdU_liver_tce,"BrdU-positive nuclei in liver (hepatocellular proliferation), relative to control group",%,histopathology,trichloroethylene,inbred,,m,7,6-7wks
51216,css,Rusyn6,TCA_liver_tce,"trichloroacetic acid (liver TCA)",nmol/g,"drug and metabolite quantification",trichloroethylene,inbred,,m,7,6-7wks
51218,css,Rusyn6,DCA_liver_tce,"dichloroacetic acid (liver DCA)",nmol/g,"drug and metabolite quantification",trichloroethylene,inbred,,m,7,6-7wks
51220,css,Rusyn6,TCOH_liver_tce,"trichloroethanol (liver TCOH)",nmol/g,"drug and metabolite quantification",trichloroethylene,inbred,,m,7,6-7wks
51222,css,Rusyn6,DCVG_liver_tce,"S-(1,2-dichlorovinyl) glutathione (liver DCVG)",pmol/g,"drug and metabolite quantification",trichloroethylene,inbred,,m,7,6-7wks
51226,css,Rusyn6,Acox1_liver_tce,"Acox1, mRNA in liver, relative to control group",ratio,"RNA expression profiling",trichloroethylene,inbred,,m,7,6-7wks
51228,css,Rusyn6,Cyp4a10_liver_tce,"Cyp4a10, mRNA in liver, relative to control group",ratio,"RNA expression profiling",trichloroethylene,inbred,,m,7,6-7wks
51230,css,Rusyn6,Ppara_liver_tce,"Ppara, mRNA in liver, relative to control group",ratio,"RNA expression profiling",trichloroethylene,inbred,,m,7,6-7wks
51251,css,Rusyn6,kidney_adj_ctrl,"kidney weight as a percent of body weight, control",%,"organ weights",trichloroethylene,inbred,,m,7,6-7wks
51252,css,Rusyn6,kidney_adj_tce,"kidney weight as a percent of body weight, TCE",%,"organ weights",trichloroethylene,inbred,,m,7,6-7wks
51254,css,Rusyn6,BrdU_kidney_tce,"BrdU-positive nuclei in kidney (proximal tubule cell proliferation), relative to control group",%,histopathology,trichloroethylene,inbred,,m,7,6-7wks
51255,css,Rusyn6,KIM1_kidney_ctrl,"kidney injury molecule 1 (KIM-1) positive proximal tubules, control",%,histopathology,trichloroethylene,inbred,,m,7,6-7wks
51256,css,Rusyn6,KIM1_kidney_tce,"kidney injury molecule 1 (KIM-1) positive proximal tubules, TCE",%,histopathology,trichloroethylene,inbred,,m,7,6-7wks
51258,css,Rusyn6,TCA_kidney_tce,"trichloroacetic acid (kidney TCA)",nmol/g,"drug and metabolite quantification",trichloroethylene,inbred,,m,7,6-7wks
51260,css,Rusyn6,DCA_kidney_tce,"dichloroacetic acid (kidney DCA)",nmol/g,"drug and metabolite quantification",trichloroethylene,inbred,,m,6,6-7wks
51262,css,Rusyn6,TCOH_kidney_tce,"trichloroethanol (kidney TCOH)",nmol/g,"drug and metabolite quantification",trichloroethylene,inbred,,m,7,6-7wks
51264,css,Rusyn6,DCVG_kidney_tce,"S-(1,2-dichlorovinyl) glutathione (kidney DCVG)",pmol/g,"drug and metabolite quantification",trichloroethylene,inbred,,m,6,6-7wks
51266,css,Rusyn6,DCVC_kidney_tce,"S-(1,2-dichlorovinyl)-L-cysteine (kidney DCVC)",pmol/g,"drug and metabolite quantification",trichloroethylene,inbred,,m,6,6-7wks
51268,css,Rusyn6,Acox1_kidney_tce,"Acox1, mRNA in kidney, relative to control group",ratio,"RNA expression profiling",trichloroethylene,inbred,,m,7,6-7wks
51270,css,Rusyn6,Cyp4a10_kidney_tce,"Cyp4a10, mRNA in kidney, relative to control group",ratio,"RNA expression profiling",trichloroethylene,inbred,,m,7,6-7wks
51272,css,Rusyn6,Ppara_kidney_tce,"Ppara, mRNA in kidney, relative to control group",ratio,"RNA expression profiling",trichloroethylene,inbred,,m,7,6-7wks
52301,css,Chen1,pct_iNKT_T_pb,"percentage of total TCR&beta;+ cells that are invariant NK T cells, peripheral blood",%,"immune cell quantification",,inbred,,m,38,8-10wks
52302,css,Chen1,pct_iNKT_CD4_pb,"percentage of invariant NK T cells that express CD4, peripheral blood",%,"immune cell quantification",,inbred,,m,34,8-10wks
52303,css,Chen1,pct_iNKT_T_spleen,"percentage of total TCR&beta;+ cells that are invariant NK T cells, spleen",%,"immune cell quantification",,inbred,,m,38,8-10wks
52304,css,Chen1,pct_iNKT_CD4_spleen,"percentage of invariant NK T cells that express CD4, spleen",%,"immune cell quantification",,inbred,,m,35,8-10wks
52305,css,Chen1,iNKT_pb_spl_ratio,"peripheral blood to spleen ratio of invariant NK T cells",ratio,"immune cell quantification",,inbred,,m,38,8-10wks
52306,css,Chen1,pct_iNKT_T_thymus,"percentage of total TCR&beta;<sup>hi</sup> cells that are invariant NK T cells, thymus",%,"immune cell quantification",,inbred,,m,38,8-10wks
52307,css,Chen1,pct_iNKT_CD4_thymus,"percentage of invariant NK T cells that express CD4, thymus",%,"immune cell quantification",,inbred,,m,35,8-10wks
52308,css,Chen1,iNKT_pb_thy_ratio,"peripheral blood to thymus ratio of invariant NK T cells",ratio,"immune cell quantification",,inbred,,m,38,8-10wks
52401,css,Wiltshire4,Bcells_BEZ_ctrl,"B cells, percent viability, control",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52402,css,Wiltshire4,Bcells_BEZ_A,"B cells, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52403,css,Wiltshire4,Bcells_BEZ_B,"B cells, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52404,css,Wiltshire4,Bcells_BEZ_C,"B cells, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52405,css,Wiltshire4,Bcells_BEZ_D,"B cells, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52406,css,Wiltshire4,Bcells_BEZ_E,"B cells, percent viability, dose: 100 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52407,css,Wiltshire4,Tcells_BEZ_ctrl,"T cells, percent viability, control",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52408,css,Wiltshire4,Tcells_BEZ_A,"T cells, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52409,css,Wiltshire4,Tcells_BEZ_B,"T cells, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52410,css,Wiltshire4,Tcells_BEZ_C,"T cells, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52411,css,Wiltshire4,Tcells_BEZ_D,"T cells, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52412,css,Wiltshire4,Tcells_BEZ_E,"T cells, percent viability, dose: 100 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52413,css,Wiltshire4,monocytes_BEZ_ctrl,"monocytes, percent viability, control",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52414,css,Wiltshire4,monocytes_BEZ_A,"monocytes, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52415,css,Wiltshire4,monocytes_BEZ_B,"monocytes, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52416,css,Wiltshire4,monocytes_BEZ_C,"monocytes, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52417,css,Wiltshire4,monocytes_BEZ_D,"monocytes, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52418,css,Wiltshire4,monocytes_BEZ_E,"monocytes, percent viability, dose: 100 &micro;M",%,"immune cell quantification",BEZ235,"inbred w/CC7",,m,34,10wks
52421,css,Wiltshire4,Bcells_Dox_ctrl,"B cells, percent viability, control",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52422,css,Wiltshire4,Bcells_Dox_A,"B cells, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52423,css,Wiltshire4,Bcells_Dox_B,"B cells, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52424,css,Wiltshire4,Bcells_Dox_C,"B cells, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52425,css,Wiltshire4,Bcells_Dox_D,"B cells, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52426,css,Wiltshire4,Bcells_Dox_E,"B cells, percent viability, dose: 100 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52427,css,Wiltshire4,Tcells_Dox_ctrl,"T cells, percent viability, control",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52428,css,Wiltshire4,Tcells_Dox_A,"T cells, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52429,css,Wiltshire4,Tcells_Dox_B,"T cells, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52430,css,Wiltshire4,Tcells_Dox_C,"T cells, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52431,css,Wiltshire4,Tcells_Dox_D,"T cells, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52432,css,Wiltshire4,Tcells_Dox_E,"T cells, percent viability, dose: 100 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52433,css,Wiltshire4,monocytes_Dox_ctrl,"monocytes, percent viability, control",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52434,css,Wiltshire4,monocytes_Dox_A,"monocytes, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52435,css,Wiltshire4,monocytes_Dox_B,"monocytes, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52436,css,Wiltshire4,monocytes_Dox_C,"monocytes, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52437,css,Wiltshire4,monocytes_Dox_D,"monocytes, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52438,css,Wiltshire4,monocytes_Dox_E,"monocytes, percent viability, dose: 100 &micro;M",%,"immune cell quantification",doxorubicin,"inbred w/CC7",,m,35,10wks
52441,css,Wiltshire4,Bcells_Ida_ctrl,"B cells, percent viability, control",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52442,css,Wiltshire4,Bcells_Ida_A,"B cells, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52443,css,Wiltshire4,Bcells_Ida_B,"B cells, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52444,css,Wiltshire4,Bcells_Ida_C,"B cells, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52445,css,Wiltshire4,Bcells_Ida_D,"B cells, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52446,css,Wiltshire4,Bcells_Ida_E,"B cells, percent viability, dose: 100 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52447,css,Wiltshire4,Tcells_Ida_ctrl,"T cells, percent viability, control",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52448,css,Wiltshire4,Tcells_Ida_A,"T cells, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52449,css,Wiltshire4,Tcells_Ida_B,"T cells, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52450,css,Wiltshire4,Tcells_Ida_C,"T cells, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52451,css,Wiltshire4,Tcells_Ida_D,"T cells, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52452,css,Wiltshire4,Tcells_Ida_E,"T cells, percent viability, dose: 100 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52453,css,Wiltshire4,monocytes_Ida_ctrl,"monocytes, percent viability, control",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52454,css,Wiltshire4,monocytes_Ida_A,"monocytes, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52455,css,Wiltshire4,monocytes_Ida_B,"monocytes, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52456,css,Wiltshire4,monocytes_Ida_C,"monocytes, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52457,css,Wiltshire4,monocytes_Ida_D,"monocytes, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52458,css,Wiltshire4,monocytes_Ida_E,"monocytes, percent viability, dose: 100 &micro;M",%,"immune cell quantification",idarubicin,"inbred w/CC7",,m,35,10wks
52461,css,Wiltshire4,Bcells_Sel_ctrl,"B cells, percent viability, control",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52462,css,Wiltshire4,Bcells_Sel_A,"B cells, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52463,css,Wiltshire4,Bcells_Sel_B,"B cells, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52464,css,Wiltshire4,Bcells_Sel_C,"B cells, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52465,css,Wiltshire4,Bcells_Sel_D,"B cells, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52466,css,Wiltshire4,Bcells_Sel_E,"B cells, percent viability, dose: 100 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52467,css,Wiltshire4,Tcells_Sel_ctrl,"T cells, percent viability, control",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52468,css,Wiltshire4,Tcells_Sel_A,"T cells, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52469,css,Wiltshire4,Tcells_Sel_B,"T cells, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52470,css,Wiltshire4,Tcells_Sel_C,"T cells, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52471,css,Wiltshire4,Tcells_Sel_D,"T cells, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52472,css,Wiltshire4,Tcells_Sel_E,"T cells, percent viability, dose: 100 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52473,css,Wiltshire4,monocytes_Sel_ctrl,"monocytes, percent viability, control",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52474,css,Wiltshire4,monocytes_Sel_A,"monocytes, percent viability, dose: 0.046 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52475,css,Wiltshire4,monocytes_Sel_B,"monocytes, percent viability, dose: 0.137 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52476,css,Wiltshire4,monocytes_Sel_C,"monocytes, percent viability, dose: 1.235 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52477,css,Wiltshire4,monocytes_Sel_D,"monocytes, percent viability, dose: 11.1 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52478,css,Wiltshire4,monocytes_Sel_E,"monocytes, percent viability, dose: 100 &micro;M",%,"immune cell quantification",selumetinib,"inbred w/CC7",,m,34,10wks
52601,css,Morgan1,bw_8_ctrl,"starting body weight, control group",g,"body weight",,"inbred w/CC8",,f,9,8wks
52602,css,Morgan1,bw_8_trt,"starting body weight, treatment group",g,"body weight",,"inbred w/CC8",,f,9,8wks
52613,css,Morgan1,bwchg_10_ctrl,"percent change in body weight, age 10wks vs. 8wks, control",%,"body weight","high-fat diet and olanzapine","inbred w/CC8",,f,9,10wks
52614,css,Morgan1,bwchg_10_trt,"percent change in body weight, age 10wks vs. 8wks, treated",%,"body weight","high-fat diet and olanzapine","inbred w/CC8",,f,9,10wks
52615,css,Morgan1,bwchg_12_ctrl,"percent change in body weight, age 12wks vs. 8wks, control",%,"body weight","high-fat diet and olanzapine","inbred w/CC8",,f,9,12wks
52616,css,Morgan1,bwchg_12_trt,"percent change in body weight, age 12wks vs. 8wks, treated",%,"body weight","high-fat diet and olanzapine","inbred w/CC8",,f,9,12wks
52617,css,Morgan1,bwchg_14_ctrl,"percent change in body weight, age 14wks vs. 8wks, control",%,"body weight","high-fat diet and olanzapine","inbred w/CC8",,f,9,14wks
52618,css,Morgan1,bwchg_14_trt,"percent change in body weight, age 14wks vs. 8wks, treated",%,"body weight","high-fat diet and olanzapine","inbred w/CC8",,f,9,14wks
52619,css,Morgan1,bwchg_16_ctrl,"percent change in body weight, age 16wks vs. 8wks, control",%,"body weight","high-fat diet and olanzapine","inbred w/CC8",,f,9,16wks
52620,css,Morgan1,bwchg_16_trt,"percent change in body weight, age 16wks vs. 8wks, treated",%,"body weight","high-fat diet and olanzapine","inbred w/CC8",,f,9,16wks
52621,css,Morgan1,bwchg_18_ctrl,"percent change in body weight, age 18wks vs. 8wks, control",%,"body weight","high-fat diet and olanzapine","inbred w/CC7",,f,8,18wks
52622,css,Morgan1,bwchg_18_trt,"percent change in body weight, age 18wks vs. 8wks, treated",%,"body weight","high-fat diet and olanzapine","inbred w/CC7",,f,8,18wks
52801,css,Trullas1,EM_time_open,"percentage of time in open arms, elevated maze, 5 min test",%,"elevated plus maze",,inbred,,m,16,6-8wks
